PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	EA	EY	SU	PD	PY	AB	X4	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZR	ZB	ZS	Z9	U1	U2	SN	EI	BN	UT	PM	
J	Yao, Jialing; Sun, Bingbin; Xi, Lifeng								Fractality of evolving self-similar networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				515				211	216		10.1016/j.physa.2018.09.175					FEB 1 2019	2019	Self-similarity plays an important role in the study of fractal networks. In this paper, we construct a class of self-similar evolving networks by replacing one node with an initial graph. Our substitution rule is based on the directed graph and then the corresponding networks are deterministic. Moreover, we explore the fractality of our evolving self-similar networks. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000452941100021		
J	de Arruda, Henrique F.; Silva, Filipi N.; Comin, Cesar H.; Amancio, Diego R.; Costa, Luciano da F.				Comin, Cesar/G-2229-2012; Sao Carlos Institute of Physics, IFSC/USP/M-2664-2016; Ferraz de Arruda, Henrique/J-4948-2017; da F. Costa, Luciano/H-5475-2011; Amancio, Diego Raphael/I-1071-2012	Comin, Cesar/0000-0003-1207-4982; Ferraz de Arruda, Henrique/0000-0002-4325-6888; da F. Costa, Luciano/0000-0001-5203-4366; 			Connecting network science and information theory								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				515				641	648		10.1016/j.physa.2018.10.005					FEB 1 2019	2019	A framework integrating information theory and network science is proposed. By incorporating and integrating concepts such as complexity, coding, topological projections and network dynamics, the proposed network-based framework paves the way not only to extending traditional information science, but also to modeling, characterizing and analyzing a broad class of real-world problems, from language communication to DNA coding. Basically, an original network is supposed to be transmitted, with or without compaction, through a sequence of symbols or time-series obtained by sampling its topology by some network dynamics, such as random walks. We show that the degree of compression is ultimately related to the ability to predict the frequency of symbols based on the topology of the original network and the adopted dynamics. The potential of the proposed approach is illustrated with respect to the efficiency of transmitting several types of topologies by using a variety of random walks. Several interesting results are obtained, including the behavior of the Barabasi Albert model oscillating between high and low performance depending on the considered dynamics, and the distinct performances obtained for two geographical models. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000452941100057		
J	Hoffman, Aaron; Holzer, Matt								INVASION FRONTS ON GRAPHS: THE FISHER-KPP EQUATION ON HOMOGENEOUS TREES AND ERDOS-REYNI GRAPHS								DISCRETE AND CONTINUOUS DYNAMICAL SYSTEMS-SERIES B				24	2			671	694		10.3934/dcdsb.2018202					FEB 2019	2019	We study the dynamics of the Fisher-KPP equation on the infinite homogeneous tree and Erdos-Reyni random graphs. We assume initial data that is zero everywhere except at a single node. For the case of the homogeneous tree, the solution will either form a traveling front or converge pointwise to zero. This dichotomy is determined by the linear spreading speed and we compute critical values of the diffusion parameter for which the spreading speed is zero and maximal and prove that the system is linearly determined. We also study the growth of the total population in the network and identify the exponential growth rate as a function of the diffusion coefficient, a. Finally, we make predictions for the Fisher-KPP equation on Erdos-Renyi random graphs based upon the results on the homogeneous tree. When a is small we observe via numerical simulations that mean arrival times are linearly related to distance from the initial node and the speed of invasion is well approximated by the linear spreading speed on the tree. Furthermore, we observe that exponential growth rates of the total population on the random network can be bounded by growth rates on the homogeneous tree and provide an explanation for the sub-linear exponential growth rates that occur for small diffusion.									0	0	0	0	0	0			1531-3492	1553-524X		WOS:000449874700014		
J	Zheng, Mingwen; Li, Lixiang; Peng, Haipeng; Xiao, Jinghua; Yang, Yixian; Zhang, Yanping; Zhao, Hui				jinghua, xiao/F-3710-2012; Zheng, Mingwen/P-9769-2018	Zheng, Mingwen/0000-0002-0948-7535			General decay synchronization of complex multi-links time-varying dynamic network								COMMUNICATIONS IN NONLINEAR SCIENCE AND NUMERICAL SIMULATION				67				108	123		10.1016/j.cnsns.2018.06.015					FEB 2019	2019	In this paper, we discuss the decay synchronization of complex multi-links time-varying dynamic networks (CMTDNs) for the first time. The exponential synchronization, polynomial synchronization and logarithmic synchronization can be seen as the special cases of the decay synchronization. CMTDNs are more general and realistic than the complex network with the single-link. By virtue of the definitions of the psi-type function and psi-type stability, we give the definition of the decay synchronization of the drive-response CMTDNs. Some novel and easily validated sufficient conditions are deduced to ensure the decay synchronization of drive-response CMTDNs based on the Lyapunov stability theory with the help of a novel nonlinear feedback controller and a new Lyapunov-Krasovskii function. Finally, two numerical simulations have been given to verify the correctness of main results. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			1007-5704	1878-7274		WOS:000445020100009		
J	Zhang, Hai-Tao; Fan, Ming-Can; Wu, Yue; Gao, Jianxi; Stanley, H. Eugene; Zhou, Tao; Yuan, Ye				gao, jianxi/I-1300-2013	gao, jianxi/0000-0002-3952-208X			Ultrafast synchronization via local observation								NEW JOURNAL OF PHYSICS				21						013040	10.1088/1367-2630/aafa49					JAN 31 2019	2019	This paper proposes a Hankel matrix-based statistical study to calculate the final synchronization state of the entire network via local observation of just a single node for a time period significantly shorter than the synchronization process. It surfaces that synchronization can be achieved more quickly than the routine rhythm for networks no matter with linear or nonlinear dynamics. This finding refines our understanding of the abundant ultrafast synchronization phenomena observed in nature, which enables the efficient design of self-aligned robots as well.									0	0	0	0	0	0			1367-2630			WOS:000457445600008		
J	Kachhvah, Ajay Deep; Jalan, Sarika								Delay regulated explosive synchronization in multiplex networks								NEW JOURNAL OF PHYSICS				21						015006	10.1088/1367-2630/aaff0e					JAN 30 2019	2019	It is known that explosive synchronization (ES) in an isolated network of Kuramoto oscillators with inertia is significantly enhanced by the presence of time delay. Here we show that time delay in one layer of the multiplex network governs the transition to synchronization and ES in the other layers. We found that a single layer with time-delayed intra-layer coupling may experience a different type of transition to synchronization, e.g. ES or continuous, depending on the values of time delay. Importantly, the same type of transition is incorporated simultaneously in other layer(s) as well, irrespective of the intra-layer delay values. Hence, a suitable choice of time-delay in only one layer of a multiplex network can lead to a desired (either ES or continuous) transition simultaneously in the other layers, either directly or remotely connected to the delayed layer. These results offer a platform for a better understanding of the dynamics of those complex systems which are represented by the multilayered framework and contain time delays in the communication processes.									1	0	0	0	0	1			1367-2630			WOS:000457286400001		
J	Masuda, Naoki; Holme, Petter								Detecting sequences of system states in temporal networks								SCIENTIFIC REPORTS				9						795	10.1038/s41598-018-37534-2					JAN 28 2019	2019	Many time-evolving systems in nature, society and technology leave traces of the interactions within them. These interactions form temporal networks that reflect the states of the systems. In this work, we pursue a coarse-grained description of these systems by proposing a method to assign discrete states to the systems and inferring the sequence of such states from the data. Such states could, for example, correspond to a mental state (as inferred from neuroimaging data) or the operational state of an organization (as inferred by interpersonal communication). Our method combines a graph distance measure and hierarchical clustering. Using several empirical data sets of social temporal networks, we show that our method is capable of inferring the system's states such as distinct activities in a school and a weekday state as opposed to a weekend state. We expect the methods to be equally useful in other settings such as temporally varying protein interactions, ecological interspecific interactions, functional connectivity in the brain and adaptive social networks.									0	0	0	0	0	0			2045-2322			WOS:000456826200024	30692579	
J	Agaoglu, Sukriye Nihal; Calim, Ali; Hoevel, Philipp; Ozer, Mahmut; Uzuntarla, Muhammet				; UZUNTARLA, MUHAMMET/G-3719-2010	Hoevel, Philipp/0000-0002-1370-4272; UZUNTARLA, MUHAMMET/0000-0003-4827-4492			Vibrational resonance in a scale-free network with different coupling schemes								NEUROCOMPUTING				325				59	66		10.1016/j.neucom.2018.09.070					JAN 24 2019	2019	We investigate the phenomenon of vibrational resonance (VR) in neural populations, whereby weak low-frequency signals below the excitability threshold can be detected with the help of additional high-frequency driving. The considered dynamical elements consist of excitable FitzHugh-Nagumo neurons connected by electrical gap junctions and chemical synapses. The VR performance of these populations is studied in unweighted and weighted scale-free networks. We find that although the characteristic network features - coupling strength and average degree - do not dramatically affect the signal detection quality in unweighted electrically coupled neural populations, they have a strong influence on the required energy level of the high-frequency driving force. On the other hand, we observe that unweighted chemically coupled populations exhibit the opposite behavior, and the VR performance is significantly affected by these network features whereas the required energy remains on a comparable level. Furthermore, we show that the observed VR performance for unweighted networks can be either enhanced or worsened by degree-dependent coupling weights depending on the amount of heterogeneity. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0925-2312	1872-8286		WOS:000449695000005		
J	Chen, Xiaojie; Braennstroem, Ake; Dieckmann, Ulf				; Dieckmann, Ulf/E-1424-2011	Chen, Xiaojie/0000-0002-9129-2197; Dieckmann, Ulf/0000-0001-7089-0393			Parent-preferred dispersal promotes cooperation in structured populations								PROCEEDINGS OF THE ROYAL SOCIETY B-BIOLOGICAL SCIENCES				286	1895					20181949	10.1098/rspb.2018.1949					JAN 23 2019	2019	Dispersal is a key process for the emergence of social and biological behaviours. Yet, little attention has been paid to dispersal's effects on the evolution of cooperative behaviour in structured populations. To address this issue, we propose two new dispersal modes, parent-preferred and offspring-preferred dispersal, incorporate them into the birth-death update rule, and consider the resultant strategy evolution in the prisoner's dilemma on random-regular, small-world, and scale-free networks, respectively. We find that parent-preferred dispersal favours the evolution of cooperation in these different types of population structures, while offspring-preferred dispersal inhibits the evolution of cooperation in homogeneous populations. On scale-free networks when the strength of parent-preferred dispersal is weak, cooperation can be enhanced at intermediate strengths of offspring-preferred dispersal, and cooperators can coexist with defectors at high strengths of offspring-preferred dispersal. Moreover, our theoretical analysis based on the pair-approximation method corroborates the evolutionary outcomes on random-regular networks. We also incorporate the two new dispersal modes into three other update rules (death-birth, imitation, and pairwise comparison updating), and find that similar results about the effects of parent-preferred and offspring-preferred dispersal can again be observed in the aforementioned different types of population structures. Our work, thus, unveils robust effects of preferential dispersal modes on the evolution of cooperation in different interactive environments.									0	0	0	0	0	0			0962-8452	1471-2954		WOS:000465430300001	30963948	
J	Lee, Bokwon; Lee, Kyu-Min; Yang, Jae-Suk				Yang, Jae-Suk/F-2332-2015	Yang, Jae-Suk/0000-0001-9595-5229; lee, bokwon/0000-0001-9920-7455			Network structure reveals patterns of legal complexity in human society: The case of the Constitutional legal network								PLOS ONE				14	1					e0209844	10.1371/journal.pone.0209844					JAN 23 2019	2019	Complexity in nature has been broadly found not only in physical and biological systems but also in social and economic systems. Although many studies have examined complex systems and helped us understand real-world complexity, the investigation to the legal complexity has not been thoroughly investigated. Here we introduce a novel approach to studying complex legal systems using complex network approaches. On the basis of the bipartite relations among Constitution articles and Court decisions, we built a complex legal network and found the system shows the heterogeneous structure as generally observed in many complex social systems. By treating legal networks as unique political regimes, we examine whether structural properties of the systems have been influenced as the society changes, or not. On one hand, there is a core structure in all legal networks regardless of any social circumstances. On the other hand, with relative comparison among different regimes' networks, we could identify characteristic structural properties that reveal their identity. Our analysis would contribute to provide a better understanding of legal complexity and practical guidelines for use in various legal and social applications.									0	0	0	0	0	0			1932-6203			WOS:000456442800024	30673731	
J	Zou, Yong; Donner, Reik V.; Marwan, Norbert; Donges, Jonathan F.; Kurths, Juergen					Donges, Jonathan/0000-0001-5233-7703; Zou, Yong/0000-0002-3241-3139			Complex network approaches to nonlinear time series analysis								PHYSICS REPORTS-REVIEW SECTION OF PHYSICS LETTERS				787				1	97		10.1016/j.physrep.2018.10.005					JAN 21 2019	2019	In the last decade, there has been a growing body of literature addressing the utilization of complex network methods for the characterization of dynamical systems based on time series. While both nonlinear time series analysis and complex network theory are widely considered to be established fields of complex systems sciences with strong links to nonlinear dynamics and statistical physics, the thorough combination of both approaches has become an active field of nonlinear time series analysis, which has allowed addressing fundamental questions regarding the structural organization of nonlinear dynamics as well as the successful treatment of a variety of applications from a broad range of disciplines. In this report, we provide an in-depth review of existing approaches of time series networks, covering their methodological foundations, interpretation and practical considerations with an emphasis on recent developments. After a brief outline of the state-of-the-art of nonlinear time series analysis and the theory of complex networks, we focus on three main network approaches, namely, phase space based recurrence networks, visibility graphs and Markov chain based transition networks, all of which have made their way from abstract concepts to widely used methodologies. These three concepts, as well as several variants thereof will be discussed in great detail regarding their specific properties, potentials and limitations. More importantly, we emphasize which fundamental new insights complex network approaches bring into the field of nonlinear time series analysis. In addition, we summarize examples from the wide range of recent applications of these methods, covering rather diverse fields like climatology, fluid dynamics, neurophysiology, engineering and economics, and demonstrating the great potentials of time series networks for tackling real-world contemporary scientific problems. The overall aim of this report is to provide the readers with the knowledge how the complex network approaches can be applied to their own field of real-world time series analysis. (C) 2018 Elsevier B.V. All rights reserved.									5	0	0	0	0	5			0370-1573	1873-6270		WOS:000458714700001		
J	Xu, Hong-Yuan; Luo, Yu-Pin; Wu, Jinn-Wen; Huang, Ming-Chang								Hierarchical centralities of information transmissions in reaching a consensus								PHYSICS LETTERS A				383	5			432	439		10.1016/j.physleta.2018.11.013					JAN 21 2019	2019	The question, how central indications arise from an undirected environment and lead to collective behaviors, is analyzed based on a simple model of opinion dynamics, called the DeGroot model. We first reformulate the necessary and sufficient condition for reaching a consensus, then the condition is used to set up the pattern of information transmissions. By classifying the individuals into a sequential series of classes and by giving the dynamic contents of centrality, we demonstrate that the hierarchical centralities with descend strength are associated with the sequential series of classes in information transmissions. The results provide wide applications in social engineering, an example about the merger of different groups is discussed. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0375-9601	1873-2429		WOS:000456757800007		
J	Wang, Dayong; Jia, Guozhu; Zong, Hengshan; He, Wei								Abnormal dynamics induced by congestion effect in cascading failures								MODERN PHYSICS LETTERS B				33	2					1950001	10.1142/S0217984919500015					JAN 20 2019	2019	Robustness of infrastructure networks is essential for our modern society. Cascading failures are the cause of most large-scale network outages. We study the cascading failure of networks due to overload, using the betweenness centrality of an edge as the measure of its initial load. Taking into account the congestion effect of a slightly overloading edge, we define two capacities (the basic capacity and the removal capacity) of every edge and give three possible states (the free state, the congestion state, and the removal state) of every edge according to its current load. We propose a new method to dynamically adjust two capacities of the slightly overloading edge and study the dynamical features of cascading propagation induced by removing the edge with the highest load in two artificial networks, two traffic networks, and two power grids. We mainly focus on the relationship between the capacity parameters and two robust metrics. By simulations, we find two interesting and counterintuitive results, i.e. enhancing the basic capacity of every edge may weaken the network robustness, and fixing the basic capacity of every edge, simply improving the removal capacity of every edge sometimes makes the whole network more invulnerable. These findings show that investing more maintenance resources to alleviate flow congestion is not always better to avoid the cascading propagation, which is similar to Braess's paradox in traffic networks.									0	0	0	0	0	0			0217-9849	1793-6640		WOS:000457001300001		
J	Dong, Gaogao; Xiao, Huifang; Wang, Fan; Du, Ruijin; Shao, Shuai; Tian, Lixin; Stanley, H. Eugene; Havlin, Shlomo								Localized attack on networks with clustering								NEW JOURNAL OF PHYSICS				21						013014	10.1088/1367-2630/aaf773					JAN 18 2019	2019	Network systems with clustering have been given much attention due to their wide occurrence in the real world. One focus of these studies has been on robustness of single clustered networks and interdependent clustered networks under random attack (RA) or hub-targeted attack. However, infrastructure networks could suffer from a damage that is localized, i.e. a group of neighboring nodes attacked or fail, a topic that was not studied earlier on clustered networks. In this paper, we analytically and via simulations study the robustness under localized attack (LA) of single Erdos-Renyi clustered network and interdependent clustered network. For generating networks with clustering we use two models: (i) double Poisson distribution (DPD) and (ii) fixed degree distribution (FDD). For the LA case, the DPD model shows a second order phase transition behavior for a single clustered network, while for dependent networks, the system undergoes a change of percolation phase transition from a first order (abrupt transition) to a second order (continuous) transition when the coupling strength q decreases below a critical value q(c). Our results imply that single networks become significantly more vulnerable with increasing clustering coefficient c with respect to LA. This is in contrast to RA where the robustness is almost independent of c. We obtain similar results when testing different real networks. For LA on dependent networks, we also observe that the system becomes more vulnerable as c increases. This is again in contrast to RA, where for, q < q(c), the system robustness is almost unaffected by increasing clustering. We also solved analytically the case of LA on random regular networks which are clustered and interdependent and find that as m (the number of clustered networks that each network depends on) or c increases, the system becomes significantly more vulnerable. We also analyzed via simulations the case of generating clustering in networks for the model of keeping a FDD, and find that the influence of clustering on the robustness of two partially interdependent networks under LA is smaller than for DPD, which is very different from these cases under RA.									0	0	0	0	0	0			1367-2630			WOS:000456276000005		
J	Zhao, Jin-Hua; Zhou, Hai-Jun								Controllability and maximum matchings of complex networks								PHYSICAL REVIEW E				99	1					012317	10.1103/PhysRevE.99.012317					JAN 16 2019	2019	Previously, the controllability problem of a linear time-invariant dynamical system was mapped to the maximum matching (MM) problem on the bipartite representation of the underlying directed graph, and the sizes of MMs on random bipartite graphs were calculated analytically with the cavity method at zero temperature limit. Here we present an alternative theory to estimate MM sizes based on the core percolation theory and the perfect matching of cores. Our theory is much more simplified and easily interpreted, and can estimate MM sizes on random graphs with or without symmetry between out- and in-degree distributions. Our result helps to illuminate the fundamental connection between the controllability problem and the underlying structure of complex systems.									0	0	0	0	0	0			2470-0045	2470-0053		WOS:000455840200005	30780290	
J	Jacob, Theju; Lillis, Kyle P.; Wang, Zemin; Swiercz, Waldemar; Rahmati, Negah; Staley, Kevin J.					Lillis, Kyle/0000-0003-0219-8113			A Proposed Mechanism for Spontaneous Transitions between Interictal and Ictal Activity								JOURNAL OF NEUROSCIENCE				39	3			557	575		10.1523/JNEUROSCI.0719-17.2018					JAN 16 2019	2019	Epileptic networks are characterized by two outputs: brief interictal spikes and rarer, more prolonged seizures. Although either output state is readily modeled in silico and induced experimentally, the transition mechanisms are unknown, in part because no models exhibit both output states spontaneously. In silico small-world neural networks were built using single-compartment neurons whose physiological parameters were derived from dual whole-cell recordings of pyramidal cells in organotypic hippocampal slice cultures that were generating spontaneous seizure-like activity. In silico, neurons were connected by abundant local synapses and rare long-distance synapses. Activity-dependent synaptic depression and gradual recovery delimited synchronous activity. Full synaptic recovery engendered interictal population spikes that spread via long-distance synapses. When synaptic recovery was incomplete, postsynaptic neurons required coincident activation of multiple presynaptic terminals to reach firing threshold. Only local connections were sufficiently dense to spread activity under these conditions. This coalesced network activity into traveling waves whose velocity varied with synaptic recovery. Seizures were comprised of sustained traveling waves that were similar to those recorded during experimental and human neocortical seizures. Sustained traveling waves occurred only when wave velocity, network dimensions, and the rate of synaptic recovery enabled wave reentry into previously depressed areas at precisely ictogenic levels of synaptic recovery. Wide-field, cellular-resolution GCamP7b calcium imaging demonstrated similar initial patterns of activation in the hippocampus, although the anatomical distribution of traveling waves of synaptic activation was altered by the pattern of synaptic connectivity in the organotypic hippocampal cultures.									0	0	0	0	0	0			0270-6474			WOS:000455849400015	30446533	
J	Liu, Chen; Guo, Hao; Li, Zhibin; Gao, Xiaoyuan; Li, Shudong								Coevolution of multi-game resolves social dilemma in network population								APPLIED MATHEMATICS AND COMPUTATION				341				402	407		10.1016/j.amc.2018.09.019					JAN 15 2019	2019	It is an open question to understand the emergence and maintenance of cooperation in nature and society. Aim to this issue, evolutionary game theory in networked population and its various derivations, like mixing game and multi-game, have proved an effective way to resolve the social dilemma. In this work, we propose the coevolution framework of strategy and multi-game: if a player, in prisoner's dilemma game, successively keeps its strategy constant for several times (referred as memory step), it will have opportunity to participate in snow drift game, which has lower dilemma strength than prisoner's dilemma game. Of particular, it is unveiled that for short memory step, the larger the value of sucker's payoff is, the higher frequency of cooperation will be. While for long memory step, middle sucker's payoff provides a best environment for cooperation. For all these findings, we also provide theoretical analysis, which guarantees further validation. (c) 2018 Elsevier Inc. All rights reserved.									0	0	0	0	0	0			0096-3003	1873-5649		WOS:000446451300026		
J	Wu, Kai; Liu, Jing; Chen, Dan								Network reconstruction based on time series via memetic algorithm								KNOWLEDGE-BASED SYSTEMS				164				404	425		10.1016/j.knosys.2018.11.009					JAN 15 2019	2019	Reconstructing the interacting structure of complex networks from available data is fundamental to understanding and controlling its collective dynamics. From the perspective of computational complexity, most network reconstruction problems are non-convex, making them difficult to be efficiently solved. The majority of existing approaches extend this problem to the convex optimization problem, which leads to a final solution that is far from being completely and precisely consummated. To improve the accuracy of network reconstruction, particularly when existing algorithms cannot fully reconstruct networks, a memetic algorithm (MA) is first proposed to solve this non-convex problem directly, termed as MAST-Net. According to the problem characteristics, correction and local search operators are designed to accelerate the MA convergence speed. We apply MAST-Net to evolutionary game models, resistor networks, and communication networks taking place in synthetic and real networks and demonstrate that MAST-Net exhibits competitive performance against seven state-of-the-art methods in terms of effectiveness and efficiency. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0950-7051	1872-7409		WOS:000457508900031		
J	Zhao, Tengda; Mishra, Virendra; Jeon, Tina; Ouyang, Minhui; Peng, Qinmu; Chalak, Lina; Wisnowski, Jessica Lee; Heyne, Roy; Rollins, Nancy; Shu, Ni; Huang, Hao					Mishra, Virendra/0000-0002-0452-6400			Structural network maturation of the preterm human brain								NEUROIMAGE				185				699	710		10.1016/j.neuroimage.2018.06.047					JAN 15 2019	2019	During the 3rd trimester, large-scale neural circuits are formed in the human brain, resulting in a highly efficient and segregated connectome at birth. Despite recent findings identifying important preterm human brain network properties such as rich-club organization, how the structural network develops differentially across brain regions and among different types of connections in this period is not yet known. Here, using high resolution diffusion MRI of 77 preterm-born and full-term neonates scanned at 31.9-41.7 postmenstrual weeks (PMW), we constructed structural connectivity matrices and performed graph-theory-based analyses. Faster increases of nodal efficiency were mainly located at the brain hubs distributed in primary sensorimotor regions, superior-middle frontal, and precuneus regions during 31.9-41.7PMW. Higher rates of edge strength increases were found in the rich-club and within-module connections, compared to other connections. The edge strength of short-range connections increased faster than that of long-range connections. Nodal efficiencies of the hubs predicted individual postmenstrual ages more accurately than those of non-hubs. Collectively, these findings revealed more rapid efficiency increases of the hub and rich-club connections as well as higher developmental rates of edge strength in short-range and within-module connections. These jointly underlie network segregation and differentiated emergence of brain functions.									1	0	0	1	0	1			1053-8119	1095-9572		WOS:000451628200059	29913282	
J	Gao, Xingyu; Tian, Lixin								Effects of awareness and policy on green behavior spreading in multiplex networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				514				226	234		10.1016/j.physa.2018.09.067					JAN 15 2019	2019	As green behavior plays an increasingly important role today, in this paper, we aimed at investigating the spreading process of city resident green behavior. We applied classical threshold model and modified contagion model into a multiplex network to illustrate this dynamic process. Since people always act in conformity with the majorities when they make decisions or take actions, we consider the effects on negative individuals from their positive friends. Only when the proportion of centrist's positive friends surpassed the local awareness ratio a, will he become positive. Also, we consider the influence from green awareness, which facilitate the green behavior. Last but not least, compulsory policy is also taken into account because it will force specific negative individuals to take such green behavior. The theoretical analysis is conducted by microscopic Markov chain approach and the numerical simulations are performed based on the Monte Carlo simulation. The results show that the intensity of policy regulation theta plays a vital role in both spreading threshold and final green behavior size. We attain a new explanation on the extinction of some behaviors and may provide advice on policy modification. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000450137000022		
J	Ma, Lili								Studying node centrality based on the hidden hyperbolic metric space of complex networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				514				426	434		10.1016/j.physa.2018.09.099					JAN 15 2019	2019	With the hyperbolic model of the hidden metric space of networks, the hyperbolic DC of a node is defined, totally based on node features in the hyperbolic space but not directly related to network structures. The effectiveness of the hyperbolic DC in forecasting the true importance ranking of nodes in the network structure is studied. Simulations on the forecasting accuracy show it has a certain effectiveness in forecasting a few of the most important nodes, which provides possibility to carry out targeted attacks on networks without knowing any information of network structures. Moreover, for random attacks, a mechanism based on the hyperbolic DC is designed to enhance the destructive power, and the macro-matching degree is proposed to measure the effectiveness of the mechanism. Simulations show when parameter beta is not big, the mechanism has quite good performance, and the smaller the value of beta, the more effective the mechanism. Furthermore, for parameters in the hyperbolic model, their influences on the mechanism are researched. Results show temperature has more obvious influences than curvature, and the mechanism is found to become more effective when temperature becomes lower. According to the relationship between temperature and the clustering feature of the network, the research indicates our mechanism for random attacks should be effective for most real-world networks. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000450137000040		
J	Jiang, Zhong-Yuan; Zeng, Yong; Liu, Zhi-Hong; Ma, Jian-Feng								Identifying critical nodes' group in complex networks								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				514				121	132		10.1016/j.physa.2018.09.069					JAN 15 2019	2019	Recently, network vulnerability or security has attracted much attention in various networked systems, and especially in security related attacks or protections, there are a set of influential nodes that can remarkably break the network connectivity. In this work, we firstly present eight attack mechanisms including target attack, random failure, betweenness based attack, closeness based attack, PageRank based attack, k-shell based attack, greedy algorithm, and low-degree attack. Secondly, inspired by the dynamic node removal process, we propose to recalculate the metrics for every node removal strategy, and evaluate the network robustness against all these heuristic attack strategies with and without recalculations in scale-free networks, random networks, and many real network models. The simulations indicate that most of the attack strategies with recalculations appear to imperil the network structure security more. Furthermore, considering that key node set mining is very critical for network structure protections, we employ minimum number of key nodes (MNKN) metric to further discuss the network vulnerability against all the attack strategies with or without recalculations. The results show that the critical nodes' group can be more efficiently found under the PageRank based attack with recalculations than under other attack disciplines with or without recalculations in most of the classic and real network models. This work investigates network structure vulnerability and security from a new perspective, and has potential applications into network structure protection or planning. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000450137000013		
J	Zhou, Yinzuo								A modified algorithm of multiplex networks generation based on overlapped links								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				514				435	442		10.1016/j.physa.2018.09.103					JAN 15 2019	2019	Multiplex networks, where nodes may interact through several different types of links, have been used widely to describe various complex systems. Many complex systems have an important feature that pairs of nodes may be connected by different types of links at the same time. In order to study the effect of the overlapped links systematically, in this paper I propose an algorithm to generate general multiplex networks with overlapped links. This algorithm could construct multiplex networks with arbitrary degree-degree distribution in each layer, and more importantly, could further adjust the proportion of overlapped links over a wide range. Therefore, the algorithm proposed in this paper offers an approach to construct multiplex networks into a delicate extent, which may provide a formal setting to study the topological impact of multiplex networks in a systematic manner. (C) 2018 Elsevier B.V. All rights reserved.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000450137000041		
J	Sun, Lina; Huang, Ning; Li, Ruiying; Bai, Yanan								A new fractal reliability model for networks with node fractal growth and no-loop								PHYSICA A-STATISTICAL MECHANICS AND ITS APPLICATIONS				514				699	707		10.1016/j.physa.2018.09.149					JAN 15 2019	2019	Evaluating the reliability of networked systems with existing exact or approximate methods often needs to characterize the detailed topology with node scale, which brings complexity and high computation effort. In this paper, a new reliability model based on the fractal unit with a bigger scale than nodes and a much smaller scale than whole network is proposed for networks with fractal growth and no-loop (NF-NL). The introduced model simplifies the K-terminal reliability (KTR) of a NF-NL network to a multiplication of different KTR of fractal units in the network. The corresponding algorithm is also given, which has a linear-time complexity O(vertical bar V vertical bar) when the fractal unit scale is very small. Compared with the existing models, the proposed model provides a novel way to construct the reliability model only dependent on two factors: (1) the fractal unit characteristics and (2) its iterative process. Finally, the widely investigated Koch network case is studied with the proposed model. (C) 2018 Published by Elsevier B.V.									0	0	0	0	0	0			0378-4371	1873-2119		WOS:000450137000063		
